#        q                Q               total               1              \delta U         \delta U^2    

     0.001185          0.001762        3.963402e+07      3.963432e+07     -3.661892e+02      7.352878e+01   
     0.001185          0.009274        1.342299e+07      1.342315e+07     -2.268922e+02      6.543715e+01   
     0.001185          0.022740        5.623223e+06      5.623321e+06     -1.515336e+02      5.383411e+01   
     0.001185          0.042083        2.878382e+06      2.878448e+06     -1.092554e+02      4.307860e+01   
     0.001185          0.067187        1.639128e+06      1.639175e+06     -8.202116e+01      3.458910e+01   
     0.001185          0.097901        1.025365e+06      1.025403e+06     -6.646422e+01      2.805516e+01   
     0.001185          0.134040        6.545590e+05      6.545890e+05     -5.310372e+01      2.310592e+01   
     0.001185          0.175388        4.566059e+05      4.566309e+05     -4.435303e+01      1.927985e+01   
     0.001185          0.221694        3.112736e+05      3.112940e+05     -3.662064e+01      1.627523e+01   
     0.001185          0.272682        2.153691e+05      2.153852e+05     -2.984358e+01      1.381112e+01   
     0.001185          0.328043        1.547983e+05      1.548121e+05     -2.582516e+01      1.199756e+01   
     0.001185          0.387446        1.142300e+05      1.142418e+05     -2.218468e+01      1.036876e+01   
     0.001185          0.450533        9.740364e+04      9.741518e+04     -2.047138e+01      8.934201e+00   
     0.001185          0.516924        7.020160e+04      7.021098e+04     -1.739174e+01      8.018681e+00   
     0.001185          0.586221        5.318249e+04      5.319022e+04     -1.461443e+01      6.887435e+00   
     0.001185          0.658006        4.132636e+04      4.133346e+04     -1.334417e+01      6.243196e+00   
     0.001185          0.731848        3.425858e+04      3.426507e+04     -1.214972e+01      5.657469e+00   
     0.001185          0.807302        2.822803e+04      2.823402e+04     -1.102877e+01      5.030543e+00   
     0.001185          0.883916        2.310927e+04      2.311478e+04     -9.978965e+00      4.467011e+00   
     0.001185          0.961228        1.878852e+04      1.879356e+04     -8.997982e+00      3.955797e+00   
     0.001185          1.038772        1.516302e+04      1.516758e+04     -8.083486e+00      3.523099e+00   
     0.001185          1.116084        1.214034e+04      1.214432e+04     -7.233145e+00      3.252524e+00   
     0.001185          1.192698        9.637380e+03      9.640827e+03     -6.444626e+00      2.998005e+00   
     0.001185          1.268152        7.579984e+03      7.583014e+03     -5.715596e+00      2.685435e+00   
     0.001185          1.341994        5.902327e+03      5.905016e+03     -5.043722e+00      2.354191e+00   
     0.001185          1.413779        4.546177e+03      4.548553e+03     -4.426671e+00      2.050571e+00   
     0.001185          1.483076        4.464018e+03      4.466531e+03     -4.346846e+00      1.834509e+00   
     0.001185          1.549467        3.460241e+03      3.462327e+03     -3.862110e+00      1.775824e+00   
     0.001185          1.612554        2.599641e+03      2.601438e+03     -3.347706e+00      1.550063e+00   
     0.001185          1.671957        1.925292e+03      1.926831e+03     -2.881127e+00      1.342186e+00   
     0.001185          1.727318        1.925257e+03      1.926831e+03     -2.881127e+00      1.307143e+00   
